,active,value_2,value_1,definition,source
312,TRUE,HOUSEHOLD_PACKAGING_CONTAINER,Aerosol containers,,
313,TRUE,HOUSEHOLD_PACKAGING_CONTAINER,Paper bags,,
314,TRUE,HOUSEHOLD_PACKAGING_CONTAINER,"Bottles or jars, not specified",,
315,TRUE,HOUSEHOLD_PACKAGING_CONTAINER,Glass soft drink bottles,,
316,TRUE,HOUSEHOLD_PACKAGING_CONTAINER,Canning jars,,
317,TRUE,HOUSEHOLD_PACKAGING_CONTAINER,"Bags, not elsewhere classified",,
318,TRUE,HOUSEHOLD_PACKAGING_CONTAINER,"Containers, not specified",,
319,TRUE,HOUSEHOLD_PACKAGING_CONTAINER,Buckets or pails,,
320,TRUE,HOUSEHOLD_PACKAGING_CONTAINER,Pressurized containers (nonaerosol,,
321,TRUE,HOUSEWARE_NON_POWERED,"Potholders, oven mitts or hot pads",,
322,TRUE,HOUSEWARE_NON_POWERED,"Coffee makers or teapots, not specified",,
323,TRUE,HOUSEWARE_NON_POWERED,Metal cookware (nonelectric,,
324,TRUE,HOUSEWARE_NON_POWERED,Slicers and choppers,,
325,TRUE,HOUSEWARE_NON_POWERED,"Waste containers, trash baskets or refuse bins",,
326,TRUE,HOUSEWARE_NON_POWERED,Manual cleaning equipment (excluding buckets or pails),,
327,TRUE,HOUSEWARE_NON_POWERED,Flatware (excluding knives),,
328,TRUE,HOUSEWARE_NON_POWERED,Bottle openers,,
329,TRUE,HOUSEWARE_NON_POWERED,Chafing dishes or fondue pots,,
330,TRUE,HOUSEWARE_NON_POWERED,Other cookware,,
331,TRUE,HOUSEWARE_NON_POWERED,"Cookware, not specified",,
332,TRUE,HOUSEWARE_NON_POWERED,Food grinders,,
333,TRUE,HOUSEWARE_NON_POWERED,Ice picks,,
334,TRUE,HOUSEWARE_NON_POWERED,Toothpicks or hor d'oeuvres picks,,
335,TRUE,HOUSEWARE_NON_POWERED,Nonelectric can openers,,
336,TRUE,HOUSEWARE_NON_POWERED,Manual scissors,,
337,TRUE,HOUSEWARE_NON_POWERED,"Tie racks, belt racks or other clothes hangers",,
338,TRUE,HOUSEWARE_NON_POWERED,"Drinking glasses, cups, and mugs",,
339,TRUE,HOUSEWARE_NON_POWERED,Nonelectric knife sharpeners,,
340,TRUE,HOUSEWARE_NON_POWERED,Pressure cookers or canners,,
341,TRUE,HOUSEWARE_NON_POWERED,Food skewers,,
342,TRUE,HOUSEWARE_NON_POWERED,Doorstops,,
343,TRUE,HOUSEWARE_NON_POWERED,"Knives, not elsewhere classified",,
344,TRUE,HOUSEWARE_NON_POWERED,Ironing boards or covers,,
345,TRUE,HOUSEWARE_NON_POWERED,Thermometers (excluding medical thermometers),,
346,TRUE,HOUSEWARE_NON_POWERED,"Can openers, not specified",,
347,TRUE,HOUSEWARE_NON_POWERED,"Appliances, other or not specified",,
348,TRUE,HOUSEWARE_NON_POWERED,"Scissors, not specified",,
349,TRUE,HOUSEWARE_NON_POWERED,"Kitchen gadgets, not elsewhere classified",,
350,TRUE,HOUSEWARE_NON_POWERED,Trays (excluding food warmers),,
351,TRUE,HOUSEWARE_NON_POWERED,Bread making machines,,
352,TRUE,HOUSEWARE_NON_POWERED,Unpowered coffee makers or teapots,,
353,TRUE,HOUSEWARE_NON_POWERED,Corkscrews,,
354,TRUE,HOUSEWARE_NON_POWERED,Laundry baskets,,
355,TRUE,HOUSEWARE_NON_POWERED,"Knife sharpeners, not specified",,
356,TRUE,HOUSEWARE_NON_POWERED,Nonmetal cookware (nonelectric),,
357,TRUE,HOUSEWARE_NON_POWERED,"Candles, candlesticks and other candle holders",,
358,TRUE,HOUSEWARE_NON_POWERED,"Kitchen mixing bowls, canisters or similar containers (excluding plastic products)",,
359,TRUE,HOUSEWARE_NON_POWERED,Drinking straws,,
360,TRUE,HOUSEWARE_NON_POWERED,"Tableware and accessories (excluding drinking glasses, cups, and mugs)",,
361,TRUE,KITCHEN_APPLIANCE,Electric griddles,,
362,TRUE,KITCHEN_APPLIANCE,Toasters (excluding toaster ovens),,
363,TRUE,KITCHEN_APPLIANCE,Ice crushers,,
364,TRUE,KITCHEN_APPLIANCE,Ice cream makers,,
365,TRUE,KITCHEN_APPLIANCE,Gas ranges or ovens,,
366,TRUE,KITCHEN_APPLIANCE,Other ranges or ovens,,
367,TRUE,KITCHEN_APPLIANCE,Dishwashers,,
368,TRUE,KITCHEN_APPLIANCE,Electric scissors,,
369,TRUE,KITCHEN_APPLIANCE,"Electric counter-top ovens, broilers or toaster ovens",,
370,TRUE,KITCHEN_APPLIANCE,Electric knife sharpeners,,
371,TRUE,KITCHEN_APPLIANCE,Food processors,,
372,TRUE,KITCHEN_APPLIANCE,Juicers,,
373,TRUE,KITCHEN_APPLIANCE,Garbage disposers,,
374,TRUE,KITCHEN_APPLIANCE,"Ranges or ovens, not specified",,
375,TRUE,KITCHEN_APPLIANCE,Microwave ovens,,
376,TRUE,KITCHEN_APPLIANCE,Refrigerators,,
377,TRUE,KITCHEN_APPLIANCE,Electric frying pans and skillets,,
378,TRUE,KITCHEN_APPLIANCE,Electric immersion water heaters,,
379,TRUE,KITCHEN_APPLIANCE,Electric coffee makers or teapots,,
380,TRUE,KITCHEN_APPLIANCE,Electric kettles or hot pots,,
381,TRUE,KITCHEN_APPLIANCE,Electric corn poppers,,
382,TRUE,KITCHEN_APPLIANCE,Freezers (separate from refrigerators),,
383,TRUE,KITCHEN_APPLIANCE,Electric blenders,,
384,TRUE,KITCHEN_APPLIANCE,Hot plates,,
385,TRUE,KITCHEN_APPLIANCE,Rotisseries,,
386,TRUE,KITCHEN_APPLIANCE,Clothing irons,,
387,TRUE,KITCHEN_APPLIANCE,Electric waffle irons,,
388,TRUE,KITCHEN_APPLIANCE,Faucet water heaters,,
389,TRUE,KITCHEN_APPLIANCE,Clothes steamers,,
390,TRUE,KITCHEN_APPLIANCE,Trash compactors,,
391,TRUE,KITCHEN_APPLIANCE,Food warmers,,
392,TRUE,KITCHEN_APPLIANCE,Electric mixers,,
393,TRUE,KITCHEN_APPLIANCE,Ice makers (separate from refrigerators),,
394,TRUE,KITCHEN_APPLIANCE,Electric can openers,,
395,TRUE,KITCHEN_APPLIANCE,Electric or battery-powered knives,,
396,TRUE,KITCHEN_APPLIANCE,Electric deep fryers,,
397,TRUE,KITCHEN_APPLIANCE,Electric ranges or ovens (excl. counter-top ovens),,
398,TRUE,KITCHEN_APPLIANCE,Slow cookers,,
399,TRUE,MISC_PRODUCT,Christmas tree lights,,
400,TRUE,MISC_PRODUCT,Lunch boxes or pails,,
401,TRUE,MISC_PRODUCT,Christmas decorations (nonelectric),,
402,TRUE,MISC_PRODUCT,"Motorized vehicles, not elsewhere classified (three or more wheels)",,
403,TRUE,MISC_PRODUCT,Pet supplies (excluding foods and medicines),,
404,TRUE,MISC_PRODUCT,Flares,,
405,TRUE,MISC_PRODUCT,"Public equipment, not elsewhere classified (including conveyor belts, signs)",,
406,TRUE,MISC_PRODUCT,Electric Christmas decorations (excluding Christmas tree lights),,
407,TRUE,MISC_PRODUCT,Tarpaulins,,
408,TRUE,MISC_PRODUCT,Matchbooks,,
409,TRUE,MISC_PRODUCT,Heating or cooling comfort packs (nonelectric),,
410,TRUE,MISC_PRODUCT,Christmas tree stands or supports,,
411,TRUE,MISC_PRODUCT,Seasonal decorations (excluding Christmas decorations),,
412,TRUE,MISC_PRODUCT,Wooden matches,,
413,TRUE,MISC_PRODUCT,Coin-operated car washing equipment,,
414,TRUE,MISC_PRODUCT,Music boxes or chimes,,
415,TRUE,MISC_PRODUCT,Party favors,,
416,TRUE,MISC_PRODUCT,"Ashtrays, not electric or not battery operated or not specified",,
417,TRUE,MISC_PRODUCT,"Matches, not specified",,
418,TRUE,MISC_PRODUCT,Lockers,,
419,TRUE,MISC_PRODUCT,"Ashtrays, electric or battery operated",,
420,TRUE,MISC_PRODUCT,Artificial Christmas trees,,
421,TRUE,MISC_PRODUCT,Vending machines (excluding car washing machines),,
422,TRUE,PERSONAL_USE_ITEM,Footwear,,
423,TRUE,PERSONAL_USE_ITEM,Pins and needles (excluding safety pins and knitting needles),,
424,TRUE,PERSONAL_USE_ITEM,Nightwear,,
425,TRUE,PERSONAL_USE_ITEM,Bath or facial cleansing brushes,,
426,TRUE,PERSONAL_USE_ITEM,"Carts, other or not specified",,
427,TRUE,PERSONAL_USE_ITEM,Lighted make-up mirrors,,
428,TRUE,PERSONAL_USE_ITEM,"Combs, not specified",,
429,TRUE,PERSONAL_USE_ITEM,Outerwear,,
430,TRUE,PERSONAL_USE_ITEM,Hair clippers and trimmers,,
431,TRUE,PERSONAL_USE_ITEM,Hair dryers,,
432,TRUE,PERSONAL_USE_ITEM,Watches,,
433,TRUE,PERSONAL_USE_ITEM,Luggage (excluding foot lockers),,
434,TRUE,PERSONAL_USE_ITEM,Electric razors or shavers,,
435,TRUE,PERSONAL_USE_ITEM,Fuel multi-purpose lighters (incl. micro torches),,
436,TRUE,PERSONAL_USE_ITEM,Grocery or shopping carts,,
437,TRUE,PERSONAL_USE_ITEM,Clothing accessories,,
438,TRUE,PERSONAL_USE_ITEM,"Manicure, pedicure, and make-up brushes and tools (excluding cosmetics)",,
439,TRUE,PERSONAL_USE_ITEM,Umbrellas,,
440,TRUE,PERSONAL_USE_ITEM,Nonelectric razors or shavers,,
441,TRUE,PERSONAL_USE_ITEM,Other clothing,,
442,TRUE,PERSONAL_USE_ITEM,Heat or infrared lamps,,
443,TRUE,PERSONAL_USE_ITEM,"Multi-purpose lighters, not specified",,
444,TRUE,PERSONAL_USE_ITEM,"Razors or shavers, not specified",,
445,TRUE,PERSONAL_USE_ITEM,"Hair curlers, curling irons, clips & hairpins",,
446,TRUE,PERSONAL_USE_ITEM,Cigarette or pipe lighters,,
447,TRUE,PERSONAL_USE_ITEM,Eye protection devices,,
448,TRUE,PERSONAL_USE_ITEM,Saunas,,
449,TRUE,PERSONAL_USE_ITEM,"Sewing basket articles (excluding scissors, pins, needles and sewing machine accessories)",,
450,TRUE,PERSONAL_USE_ITEM,Pens and pencils,,
451,TRUE,PERSONAL_USE_ITEM,Ear protection devices,,
452,TRUE,PERSONAL_USE_ITEM,Respiratory protection devices,,
453,TRUE,PERSONAL_USE_ITEM,"Lighters, not specified",,
454,TRUE,PERSONAL_USE_ITEM,Electric shoe polishers,,
455,TRUE,PERSONAL_USE_ITEM,Desk supplies (excluding pens and pencils),,
456,TRUE,PERSONAL_USE_ITEM,"Hair grooming equipment or accessories, not specified",,
457,TRUE,PERSONAL_USE_ITEM,Electric multi-purpose lighters,,
458,TRUE,PERSONAL_USE_ITEM,Clothes brushes,,
459,TRUE,PERSONAL_USE_ITEM,"Clothing, not specified",,
460,TRUE,PERSONAL_USE_ITEM,Massage devices or vibrators (excluding shower attachments),,
461,TRUE,PERSONAL_USE_ITEM,Personal protection devices,,
462,TRUE,PERSONAL_USE_ITEM,"Wigs, falls or hairpieces",,
463,TRUE,PERSONAL_USE_ITEM,Electric combs,,
464,TRUE,PERSONAL_USE_ITEM,Jewelry (excluding watches),,
465,TRUE,PERSONAL_USE_ITEM,"Combs or hairbrushes, unpowered",,
466,TRUE,PERSONAL_USE_ITEM,"Keys, key rings or key chains",,
467,TRUE,PERSONAL_USE_ITEM,"Dollies, handtrucks or luggage carriers",,
468,TRUE,PERSONAL_USE_ITEM,Coins,,
469,TRUE,PERSONAL_USE_ITEM,Day wear,,
470,TRUE,PERSONAL_USE_ITEM,Paper cutters,,
471,TRUE,REGULATED_PRODUCTS,Hot water,,
472,TRUE,REGULATED_PRODUCTS,BBs or pellets,,
473,TRUE,REGULATED_PRODUCTS,Gunpowder or ammunition (excluding BBs and pellets),,
474,TRUE,REGULATED_PRODUCTS,"Liquid drugs (excluding aspirin, aspirin substitutes, iron preparations and antihistamines)",,
475,TRUE,REGULATED_PRODUCTS,Pesticides,,
476,TRUE,REGULATED_PRODUCTS,"Cosmetics, including facial and eye make-up, deodorants, hair preparations, nail polish and removers, bath oils, skin creams and lotions, etc.",,
477,TRUE,REGULATED_PRODUCTS,Liniments or rubbing compounds,,
478,TRUE,REGULATED_PRODUCTS,Antihistamines,,
479,TRUE,REGULATED_PRODUCTS,Aspirin or aspirin compounds,,
480,TRUE,REGULATED_PRODUCTS,"Tablet or capsule drugs (excluding aspirin, aspirin substitutes, iron preparations and antihistamines)",,
481,TRUE,REGULATED_PRODUCTS,Other drugs or medications,,
482,TRUE,REGULATED_PRODUCTS,"Drugs or medications, not specified",,
483,TRUE,REGULATED_PRODUCTS,Veterinary medicines,,
484,TRUE,REGULATED_PRODUCTS,Preparations containing iron salts,,
485,TRUE,REGULATED_PRODUCTS,Aspirin substitutes,,
486,TRUE,SPORTS_RECREATION,"Monkey bars, playground gyms or other playground climbing apparatus",,
487,TRUE,SPORTS_RECREATION,Electric grills,,
488,TRUE,SPORTS_RECREATION,"Cheerleading (activity, apparel or equipment",,
489,TRUE,SPORTS_RECREATION,"Horseback riding (activity, apparel or equipment)",,
490,TRUE,SPORTS_RECREATION,"Ice skating (activity, apparel or equipment)",,
491,TRUE,SPORTS_RECREATION,"Golf (activity, apparel or equipment)",,
492,TRUE,SPORTS_RECREATION,"Golf carts, motorized vehicle",,
493,TRUE,SPORTS_RECREATION,Other guns or firearms,,
494,TRUE,SPORTS_RECREATION,"Billiards or pool (activity, apparel or equipment)",,
495,TRUE,SPORTS_RECREATION,Swimming pool slides,,
496,TRUE,SPORTS_RECREATION,"Hockey (activity, apparel or equipment), not specified",,
497,TRUE,SPORTS_RECREATION,"Playground equipment, not specified",,
498,TRUE,SPORTS_RECREATION,"Gas, air or spring-operated guns (including BB guns)",,
499,TRUE,SPORTS_RECREATION,Above-ground swimming pools (excluding portable pools),,
500,TRUE,SPORTS_RECREATION,Gas or LP grills or stoves (for outdoor use),,
501,TRUE,SPORTS_RECREATION,Go-carts,,
502,TRUE,SPORTS_RECREATION,"Football (activity, apparel or equipment)",,
503,TRUE,SPORTS_RECREATION,Amusement attractions (including rides),,
504,TRUE,SPORTS_RECREATION,"Grills, not specified",,
505,TRUE,SPORTS_RECREATION,"Guns, not specified",,
506,TRUE,SPORTS_RECREATION,"Water tubing (activity, apparel or equipment)",,
507,TRUE,SPORTS_RECREATION,All-terrain vehicles (three wheels only,,
508,TRUE,SPORTS_RECREATION,Slides or sliding boards (excluding swimming pool slides),,
509,TRUE,SPORTS_RECREATION,"Shuffleboard (activity, apparel or equipment)",,
510,TRUE,SPORTS_RECREATION,"Snowmobiles (activity, apparel or equipment)",,
511,TRUE,SPORTS_RECREATION,Pedal-powered adult vehicles (three or more wheels),,
512,TRUE,SPORTS_RECREATION,"Boxing (activity, apparel or equipment)",,
513,TRUE,SPORTS_RECREATION,"Skeet shooting (activity, apparel or equipment",,
514,TRUE,SPORTS_RECREATION,Swings or swing sets (excluding portable baby swings),,
515,TRUE,SPORTS_RECREATION,Flotation toys (excluding official life-saving devices),,
516,TRUE,SPORTS_RECREATION,"Wrestling (activity, apparel or equipment)",,
517,TRUE,SPORTS_RECREATION,"Gymnastics (activity, apparel or equipment",,
518,TRUE,SPORTS_RECREATION,"Scuba diving (activity, apparel or equipment)",,
519,TRUE,SPORTS_RECREATION,Diving or diving boards,,
520,TRUE,SPORTS_RECREATION,All-terrain vehicles (more than four wheels,,
521,TRUE,SPORTS_RECREATION,"Table tennis (activity, apparel or equipment)",,
522,TRUE,SPORTS_RECREATION,Other playground equipment,,
523,TRUE,SPORTS_RECREATION,Kerosene grills or stoves,,
524,TRUE,SPORTS_RECREATION,"Badminton (activity, apparel or equipment)",,
525,TRUE,SPORTS_RECREATION,Portable food or beverage coolers,,
526,TRUE,SPORTS_RECREATION,All-terrain vehicles (number of wheels not specified,,
527,TRUE,SPORTS_RECREATION,"Horseshoes (activity, apparel or equipment)",,
528,TRUE,SPORTS_RECREATION,Unicycles,,
529,TRUE,SPORTS_RECREATION,"Swimming (activity, apparel or equipment",,
530,TRUE,SPORTS_RECREATION,"Water slides, public (stationary amusement rides)",,
531,TRUE,SPORTS_RECREATION,"Swimming pools, not specified",,
532,TRUE,SPORTS_RECREATION,Bleachers,,
533,TRUE,SPORTS_RECREATION,"All-terrain vehicles (four wheels, excluding dune buggies",,
534,TRUE,SPORTS_RECREATION,"Lacrosse (activity, apparel or equipment)",,
535,TRUE,SPORTS_RECREATION,"Surfing (activity, apparel or equipment)",,
536,TRUE,SPORTS_RECREATION,"Other ball sports (activity, apparel or equipment)",,
537,TRUE,SPORTS_RECREATION,"In-line skating (activity, apparel or equipment)",,
538,TRUE,SPORTS_RECREATION,Sleeping bags,,
539,TRUE,SPORTS_RECREATION,"Mountain climbing (activity, apparel or equipment)",,
540,TRUE,SPORTS_RECREATION,Batons,,
541,TRUE,SPORTS_RECREATION,"Handball (activity, apparel or equipment)",,
542,TRUE,SPORTS_RECREATION,"Roller skating (activity, apparel or equipment)",,
543,TRUE,SPORTS_RECREATION,"Rugby (activity, apparel or equipment)",,
544,TRUE,SPORTS_RECREATION,"Squash, racquet ball or paddle ball (activity, apparel or equipment)",,
545,TRUE,SPORTS_RECREATION,"Weight lifting (activity, apparel or equipment)",,
546,TRUE,SPORTS_RECREATION,"Darts, not specified",,
547,TRUE,SPORTS_RECREATION,"Exercise (activity or apparel without equipment), including aerobics, stretching, walking, jogging, running (excluding track and field)",,
548,TRUE,SPORTS_RECREATION,Seesaws or teeterboards,,
549,TRUE,SPORTS_RECREATION,"Ice hockey (activity, apparel or equipment)",,
550,TRUE,SPORTS_RECREATION,"Bowling (activity, apparel or equipment)",,
551,TRUE,SPORTS_RECREATION,T oboggans,,
552,TRUE,SPORTS_RECREATION,"Ball sports (activity, apparel or equipment), not specified",,
553,TRUE,SPORTS_RECREATION,"Street hockey (activity, apparel or equipment)",,
554,TRUE,SPORTS_RECREATION,"Martial arts (activity, apparel or equipment)",,
555,TRUE,SPORTS_RECREATION,Treehouses or playhouses,,
556,TRUE,SPORTS_RECREATION,"Archery (activity, apparel or equipment)",,
557,TRUE,SPORTS_RECREATION,"Water skiing (activity, apparel or equipment)",,
558,TRUE,SPORTS_RECREATION,"Curling (activity, apparel or equipment)",,
559,TRUE,SPORTS_RECREATION,"Darts, lawn (activity or equipment)",,
560,TRUE,SPORTS_RECREATION,Snow disks,,
561,TRUE,SPORTS_RECREATION,"Field hockey (activity, apparel or equipment)",,
562,TRUE,SPORTS_RECREATION,Mopeds or power-assisted cycles,,
563,TRUE,SPORTS_RECREATION,Charcoal or wood-burning grills,,
564,TRUE,SPORTS_RECREATION,"Dancing (activity, apparel or equipment)",,
565,TRUE,SPORTS_RECREATION,"Soccer (activity, apparel or equipment)",,
566,TRUE,SPORTS_RECREATION,Built-in swimming pools,,
567,TRUE,SPORTS_RECREATION,Trampolines,,
568,TRUE,SPORTS_RECREATION,Aquariums or accessories,,
569,TRUE,SPORTS_RECREATION,"Skating (activity, apparel or equipment) not specified",,
570,TRUE,SPORTS_RECREATION,"Fishing (activity, apparel or equipment",,
571,TRUE,SPORTS_RECREATION,Other grills or stoves,,
572,TRUE,SPORTS_RECREATION,"Ice or snow boating (activity, apparel or equipment)",,
573,TRUE,SPORTS_RECREATION,"Water polo (activity, apparel or equipment)",,
574,TRUE,SPORTS_RECREATION,"Sports and recreational activity, not elsewhere classified",,
575,TRUE,SPORTS_RECREATION,"Basketball (activity, apparel or equipment)",,
576,TRUE,SPORTS_RECREATION,"Volleyball (activity, apparel or equipment)",,
577,TRUE,SPORTS_RECREATION,"Swimming pool equipment (excluding chemicals, diving boards and swimming pool slides)",,
578,TRUE,SPORTS_RECREATION,"Tennis (activity, apparel or equipment)",,
579,TRUE,SPORTS_RECREATION,"Snow tubing (activity, apparel or equipment)",,
580,TRUE,SPORTS_RECREATION,"Fencing (activity, apparel or equipment)",,
581,TRUE,SPORTS_RECREATION,Dune buggies/beach buggies,,
582,TRUE,SPORTS_RECREATION,"Water slides, not elsewhere classified",,
583,TRUE,SPORTS_RECREATION,"Water slides, backyard/home (not swimming pool slides)",,
584,TRUE,SPORTS_RECREATION,"Croquet (activity, apparel or equipment)",,
585,TRUE,SPORTS_RECREATION,Sleds,,
586,TRUE,SPORTS_RECREATION,"Tetherball (activity, apparel or equipment)",,
587,TRUE,SPORTS_RECREATION,Exercise equipment (excluding weight lifting or gymnastic equipment),,
588,TRUE,SPORTS_RECREATION,"Snow skiing (activity, apparel or equipment)",,
589,TRUE,SPORTS_RECREATION,"Darts, for indoor use (activity or equipment)",,
590,TRUE,STRUCTURES_CONSTRUCTION,Garage doors (excluding automatic garage doors or door openers),,
591,TRUE,STRUCTURES_CONSTRUCTION,Fences or fence posts,,
592,TRUE,STRUCTURES_CONSTRUCTION,Tree stands (hunting),,
593,TRUE,STRUCTURES_CONSTRUCTION,Pull-down or folding stairs,,
594,TRUE,STRUCTURES_CONSTRUCTION,Tool sheds,,
595,TRUE,STRUCTURES_CONSTRUCTION,"Doors, other or not specified",,
596,TRUE,STRUCTURES_CONSTRUCTION,"Elevators or other lifts (excl. escalators, hoists, jacks, forklifts and automotive lifts)",,
597,TRUE,STRUCTURES_CONSTRUCTION,Thermal or sound insulation materials,,
598,TRUE,STRUCTURES_CONSTRUCTION,"Gutters, drainpipes, downspouts or run-off pipes",,
599,TRUE,STRUCTURES_CONSTRUCTION,Windowsills or frames,,
600,TRUE,STRUCTURES_CONSTRUCTION,Escalators,,
601,TRUE,STRUCTURES_CONSTRUCTION,Drywall in a completed structure,,
602,TRUE,STRUCTURES_CONSTRUCTION,"Nails, screws, carpet tacks or thumbtacks -> Nails, screws, tacks or bolts",,
603,TRUE,STRUCTURES_CONSTRUCTION,Storm windows,,
604,TRUE,STRUCTURES_CONSTRUCTION,Artificial turf,,
605,TRUE,STRUCTURES_CONSTRUCTION,Ceilings and walls (interior part of completed structure),,
606,TRUE,STRUCTURES_CONSTRUCTION,Ramps or landings,,
607,TRUE,STRUCTURES_CONSTRUCTION,Plastic panels for doors or windows,,
608,TRUE,STRUCTURES_CONSTRUCTION,Carbon monoxide poisonings (when source is unknown),,
609,TRUE,STRUCTURES_CONSTRUCTION,"Cisterns, cesspools or septic tanks",,
610,TRUE,STRUCTURES_CONSTRUCTION,Counters or countertops (excluding bars),,
611,TRUE,STRUCTURES_CONSTRUCTION,Window or door security barriers,,
612,TRUE,STRUCTURES_CONSTRUCTION,"Porches, balconies, open-side floors or floor openings",,
613,TRUE,STRUCTURES_CONSTRUCTION,"Poles (excluding fence posts, fishing, pole vaults and play-ground equipment)",,
614,TRUE,STRUCTURES_CONSTRUCTION,"House repair or construction materials, not elsewhere classified",,
615,TRUE,STRUCTURES_CONSTRUCTION,Stairs or steps (excluding pull-down and folding stairs),,
616,TRUE,STRUCTURES_CONSTRUCTION,Scaffolding,,
617,TRUE,STRUCTURES_CONSTRUCTION,Wood paneling and particleboard,,
618,TRUE,STRUCTURES_CONSTRUCTION,Floors or flooring materials,,
619,TRUE,STRUCTURES_CONSTRUCTION,Window screens,,
620,TRUE,STRUCTURES_CONSTRUCTION,Cabinet or door hardware,,
621,TRUE,STRUCTURES_CONSTRUCTION,Clotheslines or clothes drying racks (excluding poles),,
622,TRUE,STRUCTURES_CONSTRUCTION,General home or room involvement in fires,,
623,TRUE,STRUCTURES_CONSTRUCTION,Doorsills or frames,,
624,TRUE,STRUCTURES_CONSTRUCTION,"Handrails, railings or banisters",,
625,TRUE,STRUCTURES_CONSTRUCTION,Glass doors or doors with glass panels,,
626,TRUE,STRUCTURES_CONSTRUCTION,Gas fumes or gas vapors of unknown origin,,
627,TRUE,STRUCTURES_CONSTRUCTION,Outdoor awnings or shutters,,
628,TRUE,STRUCTURES_CONSTRUCTION,"Windows and window glass, other than storm windows",,
629,TRUE,STRUCTURES_CONSTRUCTION,W allpaper,,
630,TRUE,STRUCTURES_CONSTRUCTION,Moving walks,,
631,TRUE,TOYS,Fireworks,,
632,TRUE,TOYS,Toy musical instruments,,
633,TRUE,TOYS,"Wheeled riding toys, unpowered (excluding bicycles and tricycles)",,
634,TRUE,TOYS,Toy bows or arrows,,
635,TRUE,TOYS,Skateboards,,
636,TRUE,TOYS,Building sets,,
637,TRUE,TOYS,Tricycles (children's),,
638,TRUE,TOYS,"Toys, not specified",,
639,TRUE,TOYS,Toy guns with projectiles,,
640,TRUE,TOYS,Pogo sticks,,
641,TRUE,TOYS,Metal or plastic molding sets,,
642,TRUE,TOYS,"Toy guns, not specified",,
643,TRUE,TOYS,"Dolls, plush toys, and action figures",,
644,TRUE,TOYS,Wagons (children's),,
645,TRUE,TOYS,Balloons (toy),,
646,TRUE,TOYS,Stilts,,
647,TRUE,TOYS,"Blocks, stacking toys or pull toys",,
648,TRUE,TOYS,Powered riding toys,,
649,TRUE,TOYS,"Scooters, unpowered",,
650,TRUE,TOYS,Marbles,,
651,TRUE,TOYS,Other toy weapons (nonprojectile),,
652,TRUE,TOYS,Toy sports equipment,,
653,TRUE,TOYS,Rocketry sets,,
654,TRUE,TOYS,Squeeze or squeaker toys,,
655,TRUE,TOYS,Water toys (excluding squeeze or squeaker toys and inner tubes or similar flotation equipment),,
656,TRUE,TOYS,"Nonwheeled riding toys, unpowered (e.g., rocking or bouncing horses, etc.)",,
657,TRUE,TOYS,Molding compounds,,
658,TRUE,TOYS,Inflatable toys (excluding balls & balloons),,
659,TRUE,TOYS,"Children's play tents, play tunnels or other enclosures",,
660,TRUE,TOYS,Kites or kite string,,
661,TRUE,TOYS,Costumes or masks,,
662,TRUE,TOYS,Woodburning kits,,
663,TRUE,TOYS,Clacker balls,,
664,TRUE,TOYS,Toy boxes or chests,,
665,TRUE,TOYS,"Toys, not elsewhere classified",,
666,TRUE,TOYS,Chemistry sets or science kits,,
667,TRUE,TOYS,Slingshots or sling-propelled toys,,
668,TRUE,TOYS_MOBILITY_OTHER,"Scooters/skateboards, powered",,
669,TRUE,TOYS_MOBILITY_OTHER,"Balls, other or not specified",,
670,TRUE,TOYS_MOBILITY_OTHER,"Two-wheeled, powered, off-road vehicles (incl. dirt bikes and trail bikes",,
671,TRUE,TOYS_MOBILITY_OTHER,Other toy guns,,
672,TRUE,TOYS_MOBILITY_OTHER,"Camping equipment (excl. trailers, lighting equipment, sleeping bags, cots, hammocks, coolers, stoves and heaters)",,
673,TRUE,TOYS_MOBILITY_OTHER,Other toy weapons (projectile),,
674,TRUE,TOYS_MOBILITY_OTHER,Hammocks,,
675,TRUE,TOYS_MOBILITY_OTHER,Crayons or chalk (excluding billiard or pool chalk),,
676,TRUE,TOYS_MOBILITY_OTHER,"Toy caps, cap toys or cap guns",,
677,TRUE,TOYS_MOBILITY_OTHER,Flying discs and boomerangs,,
678,TRUE,TOYS_MOBILITY_OTHER,Toy vehicles (excluding riding toys),,
679,TRUE,TOYS_MOBILITY_OTHER,"Softball (activity, apparel or equipment)",,
680,TRUE,TOYS_MOBILITY_OTHER,"Riding toys (excluding bicycles and tricycles), not specified",,
681,TRUE,TOYS_MOBILITY_OTHER,"Toy weapons, not specified",,
682,TRUE,TOYS_MOBILITY_OTHER,"Snow boarding (activity, apparel or equipment)",,
683,TRUE,TOYS_MOBILITY_OTHER,Mountain or all-terrain bicycles or accessories,,
684,TRUE,TOYS_MOBILITY_OTHER,Portable swimming pools,,
685,TRUE,TOYS_MOBILITY_OTHER,Games or game parts (excluding marbles and computer games),,
686,TRUE,TOYS_MOBILITY_OTHER,"Book bags or back carriers (excluding baby carriers, luggage and camping equipment)",,
687,TRUE,TOYS_MOBILITY_OTHER,"Baseball (activity, apparel or equipment",,
688,TRUE,TOYS_MOBILITY_OTHER,"Pretend electronics, tools, housewares, and appliances",,
689,TRUE,TOYS_MOBILITY_OTHER,Toy make-up kits or cosmetics (excluding mirrors),,
